,id,title,description,is_premium,solution_link,acceptance_rate,frequency,url,discuss_count,accepted,submissions,companies,related_topics,likes,dislikes,rating,asked_by_faang,similar_questions
121,500,Keyboard Row,"Given an array of strings `words`, return the words that can be typed using letters of the alphabet on only one row of American keyboard like the image below.

In the American keyboard:
the first row consists of the characters `""qwertyuiop""`,
the second row consists of the characters `""asdfghjkl""`, and
the third row consists of the characters `""zxcvbnm""`.


Example 1:
Input: words = [""Hello"",""Alaska"",""Dad"",""Peace""]
Output: [""Alaska"",""Dad""]

Example 2:
Input: words = [""omk""]
Output: []

Example 3:
Input: words = [""adsdf"",""sfd""]
Output: [""adsdf"",""sfd""]

Constraints:
`1 <= words.length <= 20`
`1 <= words[i].length <= 100`
`words[i]` consists of English letters (both lowercase and uppercase).",0,,65.9,3.4,https://leetcode.com/problems/keyboard-row,999,124.5K,189.1K,Mathworks,Hash Table,645,760,46,0,
122,501,Find Mode in Binary Search Tree,"Given the `root` of a binary search tree (BST) with duplicates, return all the mode(s) (i.e., the most frequently occurred element) in it.

If the tree has more than one mode, return them in any order.

Assume a BST is defined as follows:
The left subtree of a node contains only nodes with keys less than or equal to the node's key.

The right subtree of a node contains only nodes with keys greater than or equal to the node's key.

Both the left and right subtrees must also be binary search trees.


Example 1:
Input: root = [1,null,2,2]
Output: [2]

Example 2:
Input: root = [0]
Output: [0]

Constraints:
The number of nodes in the tree is in the range `[1, 104]`.

`-105 <= Node.val <= 105`
Follow up: Could you do that without using any extra space? (Assume that the implicit stack space incurred due to recursion does not count).",0,,43.7,8.8,https://leetcode.com/problems/find-mode-in-binary-search-tree,608,107.1K,244.9K,Google,Tree,1303,417,76,1,"[Validate Binary Search Tree, /problems/validate-binary-search-tree/, Medium]"
123,504,Base 7,"Given an integer, return its base 7 string representation.


Example 1:
Input: 100
Output: ""202""

Example 2:
Input: -7
Output: ""-10""
Note:
The input will be in range of [-1e7, 1e7].",0,,46.5,8.1,https://leetcode.com/problems/base-7,331,65.1K,140.1K,Garena,,302,164,65,0,
124,506,Relative Ranks,"You are given an integer array `score` of size `n`, where `score[i]` is the score of the `ith` athlete in a competition. All the scores are guaranteed to be unique.

The athletes are placed based on their scores, where the `1st` place athlete has the highest score, the `2nd` place athlete has the `2nd` highest score, and so on. The placement of each athlete determines their rank:
The `1st` place athlete's rank is `""Gold Medal""`.

The `2nd` place athlete's rank is `""Silver Medal""`.

The `3rd` place athlete's rank is `""Bronze Medal""`.

For the `4th` place to the `nth` place athlete, their rank is their placement number (i.e., the `xth` place athlete's rank is `""x""`).

Return an array `answer` of size `n` where `answer[i]` is the rank of the `ith` athlete.


Example 1:
Input: score = [5,4,3,2,1]
Output: [""Gold Medal"",""Silver Medal"",""Bronze Medal"",""4"",""5""]
Explanation: The placements are [1st, 2nd, 3rd, 4th, 5th].


Example 2:
Input: score = [10,3,8,9,4]
Output: [""Gold Medal"",""5"",""Bronze Medal"",""Silver Medal"",""4""]
Explanation: The placements are [1st, 5th, 3rd, 2nd, 4th].


Constraints:
`n == score.length`
`1 <= n <= 104`
`0 <= score[i] <= 106`
All the values in `score` are unique.",0,,51.5,0.0,https://leetcode.com/problems/relative-ranks,458,61.3K,119K,Google,,18,0,100,1,
125,507,Perfect Number,"A perfect number is a positive integer that is equal to the sum of its positive divisors, excluding the number itself. A divisor of an integer `x` is an integer that can divide `x` evenly.

Given an integer `n`, return `true` if `n` is a perfect number, otherwise return `false`.


Example 1:
Input: num = 28
Output: true
Explanation: 28 = 1 + 2 + 4 + 7 + 14
1, 2, 4, 7, and 14 are all divisors of 28.


Example 2:
Input: num = 6
Output: true

Example 3:
Input: num = 496
Output: true

Example 4:
Input: num = 8128
Output: true

Example 5:
Input: num = 2
Output: false

Constraints:
`1 <= num <= 108`",0,/articles/perfect-number,36.3,8.4,https://leetcode.com/problems/perfect-number,451,78.6K,216.3K,Amazon,Math,373,721,34,1,"[Self Dividing Numbers, /problems/self-dividing-numbers/, Easy]"
126,509,Fibonacci Number,"The Fibonacci numbers, commonly denoted `F(n)` form a sequence, called the Fibonacci sequence, such that each number is the sum of the two preceding ones, starting from `0` and `1`. That is,
F(0) = 0, F(1) = 1
F(n) = F(n - 1) + F(n - 2), for n > 1.

Given `n`, calculate `F(n)`.


Example 1:
Input: n = 2
Output: 1
Explanation: F(2) = F(1) + F(0) = 1 + 0 = 1.


Example 2:
Input: n = 3
Output: 2
Explanation: F(3) = F(2) + F(1) = 1 + 1 = 2.


Example 3:
Input: n = 4
Output: 3
Explanation: F(4) = F(3) + F(2) = 2 + 1 = 3.


Constraints:
`0 <= n <= 30`",0,/articles/fibonacci-number,67.5,62.8,https://leetcode.com/problems/fibonacci-number,999,337.7K,500.3K,"JPMorgan,Amazon,Google,Apple,Facebook",Array,1182,223,84,1,"[Climbing Stairs, /problems/climbing-stairs/, Easy], [Split Array into Fibonacci Sequence, /problems/split-array-into-fibonacci-sequence/, Medium], [Length of Longest Fibonacci Subsequence, /problems/length-of-longest-fibonacci-subsequence/, Medium], [N-th Tribonacci Number, /problems/n-th-tribonacci-number/, Easy]"
127,511,Game Play Analysis I,SQL Schema,1,,81.5,0.7,https://leetcode.com/problems/game-play-analysis-i,103,29K,35.6K,GSN Games,,65,6,92,0,
128,512,Game Play Analysis II,SQL Schema,1,,56.1,2.8,https://leetcode.com/problems/game-play-analysis-ii,202,26.9K,48K,GSN Games,,96,16,86,0,
129,520,Detect Capital,"Given a word, you need to judge whether the usage of capitals in it is right or not.

We define the usage of capitals in a word to be right when one of the following cases holds:
All letters in this word are capitals, like ""USA"".

All letters in this word are not capitals, like ""leetcode"".

Only the first letter in this word is capital, like ""Google"".

Otherwise, we define that this word doesn't use capitals in a right way.


Example 1:
Input: ""USA""
Output: True

Example 2:
Input: ""FlaG""
Output: False
Note: The input will be a non-empty word consisting of uppercase and lowercase latin letters.",0,/articles/detect-capital,54.1,3.6,https://leetcode.com/problems/detect-capital,999,190.1K,351.1K,Google,String,801,291,73,1,
130,521,Longest Uncommon Subsequence I,"Given two strings `a` and `b`, find the length of the longest uncommon subsequence between them.

A subsequence of a string `s` is a string that can be obtained after deleting any number of characters from `s`. For example, `""abc""` is a subsequence of `""aebdc""` because you can delete the underlined characters in `""aebdc""` to get `""abc""`. Other subsequences of `""aebdc""` include `""aebdc""`, `""aeb""`, and `""""` (empty string).

An uncommon subsequence between two strings is a string that is a subsequence of one but not the other.

Return the length of the longest uncommon subsequence between `a` and `b`. If the longest uncommon subsequence doesn't exist, return `-1`.


Example 1:
Input: a = ""aba"", b = ""cdc""
Output: 3
Explanation: One longest uncommon subsequence is ""aba"" because ""aba"" is a subsequence of ""aba"" but not ""cdc"".

Note that ""cdc"" is also a longest uncommon subsequence.


Example 2:
Input: a = ""aaa"", b = ""bbb""
Output: 3
Explanation: The longest uncommon subsequences are ""aaa"" and ""bbb"".


Example 3:
Input: a = ""aaa"", b = ""aaa""
Output: -1
Explanation: Every subsequence of string a is also a subsequence of string b. Similarly, every subsequence of string b is also a subsequence of string a.


Constraints:
`1 <= a.length, b.length <= 100`
`a` and `b` consist of lower-case English letters.",0,/articles/longest-uncommon-subsequence-i,59.1,1.2,https://leetcode.com/problems/longest-uncommon-subsequence-i,266,70.1K,118.7K,Google,"String,Brainteaser",402,4712,8,1,"[Longest Uncommon Subsequence II, /problems/longest-uncommon-subsequence-ii/, Medium]"
131,530,Minimum Absolute Difference in BST,"Given a binary search tree with non-negative values, find the minimum absolute difference between values of any two nodes.


Example:
Input:
   1
    \
     3
    /
   2
Output:
1
Explanation:
The minimum absolute difference is 1, which is the difference between 2 and 1 (or between 2 and 3).

Note:
There are at least two nodes in this BST.

This question is the same as 783: https://leetcode.com/problems/minimum-distance-between-bst-nodes/",0,,55.0,18.6,https://leetcode.com/problems/minimum-absolute-difference-in-bst,614,110.4K,200.6K,Google,Tree,1203,91,93,1,"[K-diff Pairs in an Array, /problems/k-diff-pairs-in-an-array/, Medium]"
132,541,Reverse String II,"Given a string `s` and an integer `k`, reverse the first `k` characters for every `2k` characters counting from the start of the string.

If there are fewer than `k` characters left, reverse all of them. If there are less than `2k` but greater than or equal to `k` characters, then reverse the first `k` characters and left the other as original.


Example 1:
Input: s = ""abcdefg"", k = 2
Output: ""bacdfeg""

Example 2:
Input: s = ""abcd"", k = 2
Output: ""bacd""

Constraints:
`1 <= s.length <= 104`
`s` consists of only lowercase English letters.

`1 <= k <= 104`",0,/articles/reverse-string-ii,49.5,18.7,https://leetcode.com/problems/reverse-string-ii,696,112.2K,226.4K,Apple,String,583,1626,26,1,"[Reverse String, /problems/reverse-string/, Easy], [Reverse Words in a String III, /problems/reverse-words-in-a-string-iii/, Easy]"
133,543,Diameter of Binary Tree,"Given the `root` of a binary tree, return the length of the diameter of the tree.

The diameter of a binary tree is the length of the longest path between any two nodes in a tree. This path may or may not pass through the `root`.

The length of a path between two nodes is represented by the number of edges between them.


Example 1:
Input: root = [1,2,3,4,5]
Output: 3
Explanation: 3is the length of the path [4,2,1,3] or [5,2,1,3].


Example 2:
Input: root = [1,2]
Output: 1

Constraints:
The number of nodes in the tree is in the range `[1, 104]`.

`-100 <= Node.val <= 100`",0,/articles/diameter-of-binary-tree,49.5,59.3,https://leetcode.com/problems/diameter-of-binary-tree,999,458.4K,926.8K,"Facebook,Microsoft,Bloomberg,Amazon,Google,ByteDance,Oracle",Tree,4509,282,94,1,"[Diameter of N-Ary Tree, /problems/diameter-of-n-ary-tree/, Medium]"
134,551,Student Attendance Record I,"You are given a string `s` representing an attendance record for a student where each character signifies whether the student was absent, late, or present on that day. The record only contains the following three characters:
`'A'`: Absent.

`'L'`: Late.

`'P'`: Present.

The student is eligible for an attendance award if they meet both of the following criteria:
The student was absent (`'A'`) for strictly fewer than 2 days total.

The student was never late (`'L'`) for 3 or more consecutive days.

Return `true` if the student is eligible for an attendance award, or `false` otherwise.


Example 1:
Input: s = ""PPALLP""
Output: true
Explanation: The student has fewer than 2 absences and was never late 3 or more consecutive days.


Example 2:
Input: s = ""PPALLL""
Output: false
Explanation: The student was late 3 consecutive days in the last 3 days, so is not eligible for the award.


Constraints:
`1 <= s.length <= 1000`
`s[i]` is either `'A'`, `'L'`, or `'P'`.",0,/articles/student-attendance-record-i,46.1,4.5,https://leetcode.com/problems/student-attendance-record-i,681,107K,232.2K,Google,String,18,2,90,1,"[Student Attendance Record II, /problems/student-attendance-record-ii/, Hard]"
135,557,Reverse Words in a String III,"Given a string `s`, reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order.


Example 1:
Input: s = ""Let's take LeetCode contest""
Output: ""s'teL ekat edoCteeL tsetnoc""

Example 2:
Input: s = ""God Ding""
Output: ""doG gniD""

Constraints:
`1 <= s.length <= 5 * 104`
`s` contains printable ASCII characters.

`s` does not contain any leading or trailing spaces.

There is at least one word in `s`.

All the words in `s` are separated by a single space.",0,/articles/reverse-words-in-a-string-iii,72.4,26.3,https://leetcode.com/problems/reverse-words-in-a-string-iii,999,253.4K,350.2K,"Amazon,Bloomberg",String,1420,103,93,1,"[Reverse String II, /problems/reverse-string-ii/, Easy]"
136,559,Maximum Depth of N-ary Tree,"Given a n-ary tree, find its maximum depth.

The maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node.

Nary-Tree input serialization is represented in their level order traversal, each group of children is separated by the null value (See examples).


Example 1:
Input: root = [1,null,3,2,4,null,5,6]
Output: 3

Example 2:
Input: root = [1,null,2,3,4,5,null,null,6,7,null,8,null,9,10,null,null,11,null,12,null,13,null,null,14]
Output: 5

Constraints:
The depth of the n-ary tree is less than or equal to `1000`.

The total number of nodes is between `[0, 104]`.",0,/articles/maximum-depth-of-n-ary-tree,69.6,4.3,https://leetcode.com/problems/maximum-depth-of-n-ary-tree,999,155.3K,223.1K,"Google,Amazon","Tree,Depth-first Search,Breadth-first Search",1295,59,96,1,"[Maximum Depth of Binary Tree, /problems/maximum-depth-of-binary-tree/, Easy]"
137,561,Array Partition I,"Given an integer array `nums` of `2n` integers, group these integers into `n` pairs `(a1, b1), (a2, b2), ..., (an, bn)` such that the sum of `min(ai, bi)` for all `i` is maximized. Return the maximized sum.


Example 1:
Input: nums = [1,4,3,2]
Output: 4
Explanation: All possible pairings (ignoring the ordering of elements) are:
1. (1, 4), (2, 3) -> min(1, 4) + min(2, 3) = 1 + 2 = 3
2. (1, 3), (2, 4) -> min(1, 3) + min(2, 4) = 1 + 2 = 3
3. (1, 2), (3, 4) -> min(1, 2) + min(3, 4) = 1 + 3 = 4
So the maximum possible sum is 4.


Example 2:
Input: nums = [6,2,6,5,1,2]
Output: 9
Explanation: The optimal pairing is (2, 1), (2, 5), (6, 6). min(2, 1) + min(2, 5) + min(6, 6) = 1 + 2 + 6 = 9.


Constraints:
`1 <= n <= 104`
`nums.length == 2 * n`
`-104 <= nums[i] <= 104`",0,/articles/array-partition-i,73.5,13.4,https://leetcode.com/problems/array-partition-i,937,259.1K,352.6K,Apple,Array,186,48,79,1,
138,563,Binary Tree Tilt,"Given the `root` of a binary tree, return the sum of every tree node's tilt.

The tilt of a tree node is the absolute difference between the sum of all left subtree node values and all right subtree node values. If a node does not have a left child, then the sum of the left subtree node values is treated as `0`. The rule is similar if there the node does not have a right child.


Example 1:
Input: root = [1,2,3]
Output: 1
Explanation: 
Tilt of node 2 : |0-0| = 0 (no children)
Tilt of node 3 : |0-0| = 0 (no children)
Tilt of node 1 : |2-3| = 1 (left subtree is just left child, so sum is 2; right subtree is just right child, so sum is 3)
Sum of every tilt : 0 + 0 + 1 = 1

Example 2:
Input: root = [4,2,9,3,5,null,7]
Output: 15
Explanation: 
Tilt of node 3 : |0-0| = 0 (no children)
Tilt of node 5 : |0-0| = 0 (no children)
Tilt of node 7 : |0-0| = 0 (no children)
Tilt of node 2 : |3-5| = 2 (left subtree is just left child, so sum is 3; right subtree is just right child, so sum is 5)
Tilt of node 9 : |0-7| = 7 (no left child, so sum is 0; right subtree is just right child, so sum is 7)
Tilt of node 4 : |(3+5+2)-(9+7)| = |10-16| = 6 (left subtree values are 3, 5, and 2, which sums to 10; right subtree values are 9 and 7, which sums to 16)
Sum of every tilt : 0 + 0 + 0 + 2 + 7 + 6 = 15

Example 3:
Input: root = [21,7,14,1,1,2,2,3,3]
Output: 9

Constraints:
The number of nodes in the tree is in the range `[0, 104]`.

`-1000 <= Node.val <= 1000`",0,/articles/binary-tree-tilt,53.2,2.2,https://leetcode.com/problems/binary-tree-tilt,596,114.6K,215.2K,Indeed,"Tree,Depth-first Search,Recursion",860,1562,36,0,"[Find All The Lonely Nodes, /problems/find-all-the-lonely-nodes/, Easy]"
139,566,Reshape the Matrix,"In MATLAB, there is a very useful function called 'reshape', which can reshape a matrix into a new one with different size but keep its original data.

You're given a matrix represented by a two-dimensional array, and two positive integers r and c representing the row number and column number of the wanted reshaped matrix, respectively.

The reshaped matrix need to be filled with all the elements of the original matrix in the same row-traversing order as they were.

If the 'reshape' operation with given parameters is possible and legal, output the new reshaped matrix; Otherwise, output the original matrix.


Example 1:
Input: 
nums = 
[[1,2],
 [3,4]]
r = 1, c = 4
Output: 
[[1,2,3,4]]
Explanation:The row-traversing of nums is [1,2,3,4]. The new reshaped matrix is a 1 * 4 matrix, fill it row by row by using the previous list.


Example 2:
Input: 
nums = 
[[1,2],
 [3,4]]
r = 2, c = 4
Output: 
[[1,2],
 [3,4]]
Explanation:There is no way to reshape a 2 * 2 matrix to a 2 * 4 matrix. So output the original matrix.

Note:
The height and width of the given matrix is in range [1, 100].

The given r and c are all positive.",0,/articles/reshape-the-matrix,61.1,6.8,https://leetcode.com/problems/reshape-the-matrix,628,115.1K,188.3K,Mathworks,Array,963,112,90,0,
140,572,Subtree of Another Tree,"Given two non-empty binary trees s and t, check whether tree t has exactly the same structure and node values with a subtree of s. A subtree of s is a tree consists of a node in s and all of this node's descendants. The tree s could also be considered as a subtree of itself.


Example 1:
Given tree s:
     3
    / \
   4   5
  / \
 1   2
Given tree t:
   4 
  / \
 1   2
Return true, because t has the same structure and node values with a subtree of s.


Example 2:
Given tree s:
     3
    / \
   4   5
  / \
 1   2
    /
   0
Given tree t:
   4
  / \
 1   2
Return false.",0,/articles/subtree-of-another-tree,44.6,56.8,https://leetcode.com/problems/subtree-of-another-tree,974,302.7K,679.1K,"Amazon,Microsoft,Facebook",Tree,3297,162,95,1,"[Count Univalue Subtrees, /problems/count-univalue-subtrees/, Medium], [Most Frequent Subtree Sum, /problems/most-frequent-subtree-sum/, Medium]"
141,575,Distribute Candies,"Alice has `n` candies, where the `ith` candy is of type `candyType[i]`. Alice noticed that she started to gain weight, so she visited a doctor.

The doctor advised Alice to only eat `n / 2` of the candies she has (`n` is always even). Alice likes her candies very much, and she wants to eat the maximum number of different types of candies while still following the doctor's advice.

Given the integer array `candyType` of length `n`, return the maximum number of different types of candies she can eat if she only eats `n / 2` of them.


Example 1:
Input: candyType = [1,1,2,2,3,3]
Output: 3
Explanation: Alice can only eat 6 / 2 = 3 candies. Since there are only 3 types, she can eat one of each type.


Example 2:
Input: candyType = [1,1,2,3]
Output: 2
Explanation: Alice can only eat 4 / 2 = 2 candies. Whether she eats types [1,2], [1,3], or [2,3], she still can only eat 2 different types.


Example 3:
Input: candyType = [6,6,6,6]
Output: 1
Explanation: Alice can only eat 4 / 2 = 2 candies. Even though she can eat 2 candies, she only has 1 type.


Constraints:
`n == candyType.length`
`2 <= n <= 104`
`n` is even.

`-105 <= candyType[i] <= 105`",0,/articles/distribute-candies,64.4,0.9,https://leetcode.com/problems/distribute-candies,746,163.4K,253.7K,"Microsoft,LiveRamp",Hash Table,727,1018,42,0,
142,577,Employee Bonus,SQL Schema,1,/articles/employee-bonus,72.0,0.9,https://leetcode.com/problems/employee-bonus,55,36.5K,50.8K,Netsuite,,112,59,65,0,
143,584,Find Customer Referee,SQL Schema,1,/articles/find-customer-referee,74.2,0.0,https://leetcode.com/problems/find-customer-referee,73,34.2K,46K,Amazon,,105,63,62,1,
144,586,Customer Placing the Largest Number of Orders,SQL Schema,1,/articles/customer-placing-the-largest-number-of-orders,75.5,1.7,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,136,39.7K,52.6K,Amazon,,140,15,90,1,
145,589,N-ary Tree Preorder Traversal,"Given the `root` of an n-ary tree, return the preorder traversal of its nodes' values.

Nary-Tree input serialization is represented in their level order traversal. Each group of children is separated by the null value (See examples)

Example 1:
Input: root = [1,null,3,2,4,null,5,6]
Output: [1,3,5,6,2,4]

Example 2:
Input: root = [1,null,2,3,4,5,null,null,6,7,null,8,null,9,10,null,null,11,null,12,null,13,null,null,14]
Output: [1,2,3,6,7,11,14,4,8,12,5,9,13,10]

Constraints:
The number of nodes in the tree is in the range `[0, 104]`.

`0 <= Node.val <= 104`
The height of the n-ary tree is less than or equal to `1000`.

Follow up: Recursive solution is trivial, could you do it iteratively?",0,/articles/n-ary-tree-preorder-traversal,73.5,6.1,https://leetcode.com/problems/n-ary-tree-preorder-traversal,686,142.7K,194K,,,894,63,93,0,
146,590,N-ary Tree Postorder Traversal,"Given the `root` of an n-ary tree, return the postorder traversal of its nodes' values.

Nary-Tree input serialization is represented in their level order traversal. Each group of children is separated by the null value (See examples)

Example 1:
Input: root = [1,null,3,2,4,null,5,6]
Output: [5,6,3,2,4,1]

Example 2:
Input: root = [1,null,2,3,4,5,null,null,6,7,null,8,null,9,10,null,null,11,null,12,null,13,null,null,14]
Output: [2,6,14,11,7,3,12,8,4,13,9,10,5,1]

Constraints:
The number of nodes in the tree is in the range `[0, 104]`.

`0 <= Node.val <= 104`
The height of the n-ary tree is less than or equal to `1000`.

Follow up: Recursive solution is trivial, could you do it iteratively?",0,/articles/n-ary-tree-postorder-traversal,73.6,4.9,https://leetcode.com/problems/n-ary-tree-postorder-traversal,692,127.3K,173.1K,Amazon,Tree,961,74,93,1,"[Binary Tree Postorder Traversal, /problems/binary-tree-postorder-traversal/, Medium], [N-ary Tree Level Order Traversal, /problems/n-ary-tree-level-order-traversal/, Medium], [N-ary Tree Preorder Traversal, /problems/n-ary-tree-preorder-traversal/, Easy]"
147,594,Longest Harmonious Subsequence,"We define a harmonious array as an array where the difference between its maximum value and its minimum value is exactly `1`.

Given an integer array `nums`, return the length of its longest harmonious subsequence among all its possible subsequences.

A subsequence of array is a sequence that can be derived from the array by deleting some or no elements without changing the order of the remaining elements.


Example 1:
Input: nums = [1,3,2,2,5,2,3,7]
Output: 5
Explanation: The longest harmonious subsequence is [3,2,2,2,3].


Example 2:
Input: nums = [1,2,3,4]
Output: 2

Example 3:
Input: nums = [1,1,1,1]
Output: 0

Constraints:
`1 <= nums.length <= 2 * 104`
`-109 <= nums[i] <= 109`",0,/articles/longest-harmonious-subsequence,51.3,4.1,https://leetcode.com/problems/longest-harmonious-subsequence,503,95.5K,186.3K,"Apple,LiveRamp",Hash Table,1155,123,90,1,
148,595,Big Countries,SQL Schema,0,/articles/big-countries,78.7,0.5,https://leetcode.com/problems/big-countries,170,213K,270.8K,Bloomberg,,577,752,43,0,
149,596,Classes More Than 5 Students,SQL Schema,0,/articles/classes-more-than-5-students,38.9,4.5,https://leetcode.com/problems/classes-more-than-5-students,203,105.5K,271K,,,285,761,27,0,
150,597,Friend Requests I: Overall Acceptance Rate,SQL Schema,1,/articles/friend-requests-i-overall-acceptance-rate,41.9,6.7,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate,193,37.5K,89.6K,Facebook,,184,415,31,1,
151,598,Range Addition II,"You are given an `m x n` matrix `M` initialized with all `0`'s and an array of operations `ops`, where `ops[i] = [ai, bi]` means `M[x][y]` should be incremented by one for all `0 <= x < ai` and `0 <= y < bi`.

Count and return the number of maximum integers in the matrix after performing all the operations.


Example 1:
Input: m = 3, n = 3, ops = [[2,2],[3,3]]
Output: 4
Explanation: The maximum integer in M is 2, and there are four of it in M. So return 4.


Example 2:
Input: m = 3, n = 3, ops = [[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3]]
Output: 4

Example 3:
Input: m = 3, n = 3, ops = []
Output: 9

Constraints:
`1 <= m, n <= 4 * 104`
`1 <= ops.length <= 104`
`ops[i].length == 2`
`1 <= ai <= m`
`1 <= bi <= n`",0,/articles/range-addition-ii,50.2,1.9,https://leetcode.com/problems/range-addition-ii,265,46.3K,92.2K,IXL,Math,361,610,37,0,"[Range Addition, /problems/range-addition/, Medium]"
152,599,Minimum Index Sum of Two Lists,"Suppose Andy and Doris want to choose a restaurant for dinner, and they both have a list of favorite restaurants represented by strings.

You need to help them find out their common interest with the least list index sum. If there is a choice tie between answers, output all of them with no order requirement. You could assume there always exists an answer.


Example 1:
Input: list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""Piatti"",""The Grill at Torrey Pines"",""Hungry Hunter Steakhouse"",""Shogun""]
Output: [""Shogun""]
Explanation: The only restaurant they both like is ""Shogun"".


Example 2:
Input: list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Shogun"",""Burger King""]
Output: [""Shogun""]
Explanation: The restaurant they both like and have the least index sum is ""Shogun"" with index sum 1 (0+1).


Example 3:
Input: list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]
Output: [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]

Example 4:
Input: list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KNN"",""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]
Output: [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]

Example 5:
Input: list1 = [""KFC""], list2 = [""KFC""]
Output: [""KFC""]

Constraints:
`1 <= list1.length, list2.length <= 1000`
`1 <= list1[i].length, list2[i].length <= 30`
`list1[i]` and `list2[i]` consist of spaces `' '` and English letters.

All the stings of `list1` are unique.

All the stings of `list2` are unique.",0,/articles/minimum-index-sum-of-two-lists,51.9,3.4,https://leetcode.com/problems/minimum-index-sum-of-two-lists,595,111.5K,214.9K,"Oracle,Yelp",Hash Table,775,239,76,0,"[Intersection of Two Linked Lists, /problems/intersection-of-two-linked-lists/, Easy]"
153,603,Consecutive Available Seats,SQL Schema,1,/articles/consecutive-available-seats,66.3,4.8,https://leetcode.com/problems/consecutive-available-seats,158,31.8K,47.9K,Amazon,,309,21,94,1,
154,604,Design Compressed String Iterator,"Design and implement a data structure for a compressed string iterator. The given compressed string will be in the form of each letter followed by a positive integer representing the number of this letter existing in the original uncompressed string.

Implement the StringIterator class:
`next()` Returns the next character if the original string still has uncompressed characters, otherwise returns a white space.

`hasNext()` Returns true if there is any letter needs to be uncompressed in the original string, otherwise returns `false`.


Example 1:
Input
[""StringIterator"", ""next"", ""next"", ""next"", ""next"", ""next"", ""next"", ""hasNext"", ""next"", ""hasNext""]
[[""L1e2t1C1o1d1e1""], [], [], [], [], [], [], [], [], []]
Output
[null, ""L"", ""e"", ""e"", ""t"", ""C"", ""o"", true, ""d"", true]
Explanation
StringIterator stringIterator = new StringIterator(""L1e2t1C1o1d1e1"");
stringIterator.next(); // return ""L""
stringIterator.next(); // return ""e""
stringIterator.next(); // return ""e""
stringIterator.next(); // return ""t""
stringIterator.next(); // return ""C""
stringIterator.next(); // return ""o""
stringIterator.hasNext(); // return True
stringIterator.next(); // return ""d""
stringIterator.hasNext(); // return True

Constraints:
`1 <= compressedString.length <= 1000`
`compressedString` consists of lower-case an upper-case English letters and digits.

The number of a single character repetitions in `compressedString` is in the range `[1, 10^9]`
At most `100` calls will be made to `next` and `hasNext`.",1,/articles/design-compressed-string-iterator,38.3,7.7,https://leetcode.com/problems/design-compressed-string-iterator,183,21.6K,56.5K,"Google,Amazon",Design,292,104,74,1,"[LRU Cache, /problems/lru-cache/, Medium], [String Compression, /problems/string-compression/, Medium]"
155,605,Can Place Flowers,"You have a long flowerbed in which some of the plots are planted, and some are not. However, flowers cannot be planted in adjacent plots.

Given an integer array `flowerbed` containing `0`'s and `1`'s, where `0` means empty and `1` means not empty, and an integer `n`, return if `n` new flowers can be planted in the `flowerbed` without violating the no-adjacent-flowers rule.


Example 1:
Input: flowerbed = [1,0,0,0,1], n = 1
Output: true

Example 2:
Input: flowerbed = [1,0,0,0,1], n = 2
Output: false

Constraints:
`1 <= flowerbed.length <= 2 * 104`
`flowerbed[i]` is `0` or `1`.

There are no two adjacent flowers in `flowerbed`.

`0 <= n <= flowerbed.length`",0,/articles/can-place-flowers,31.7,30.7,https://leetcode.com/problems/can-place-flowers,952,164K,517K,"LinkedIn,Facebook","Array,Greedy",1369,456,75,1,"[Teemo Attacking, /problems/teemo-attacking/, Medium], [Asteroid Collision, /problems/asteroid-collision/, Medium]"
